Action,Notes,title,key,Org,count,Matches,Unmatched,Names
,,OCHA FTS - Requirements and Funding Data,data series,OCHA Financial Tracking System (FTS)|OCHA Financial Tracking System (FTS),222,none|4,
,,COD - Subnational Population Statistics,data series,OCHA Latin America and the Caribbean (ROLAC),75,none|13,
,,U.S. Census Bureau - Subnational Population and Housing Data Tables,data series,U.S. Census Bureau,14,none|64,
,,COD - Subnational Population Statistics,data series,OCHA Democratic Republic of the Congo (DRC),75,none|13,
,,iMMAP - ,excluded,iMMAP,11,none|67,
,,UNHCR - WASH KAP Survey,data series,UNHCR - The UN Refugee Agency,19,none|68,
,,UNHCR - WASH KAP Survey,data series,UNHCR - The UN Refugee Agency,19,none|68,
,,UNHCR  - Syrian Arab Republic Cash Interventions,data series,UNHCR - The UN Refugee Agency,8,none|69,e4463f90-a170-4af5-8d7f-15d8e914ccd5|7656e446-9116-4146-aaa8-5a038c8b1797|487e5bad-7069-4e5a-b4c4-4c802843fcc2,"Syrian Arab Republic - Participatory Assessment for Syrians, 2021","Syrian Arab Republic - Participatory Assessment for Refugees, 2021","Serbia - Post-Distribution Monitoring of Cash-Based Interventions, July 2020"
,,UNHCR - Sudan - Durable Solutions Analysis Survey,data series,UNHCR - The UN Refugee Agency,5,none|70,
,,UNOSAT - Flood and Landslide Extents,excluded,United Nations Satellite Centre (UNOSAT),367,none|26,a49f7d96-d357-45e0-bae3-b845f6a0e772|3fa72ce9-c0dd-4449-8d45-139b0532d666|74aa7672-e772-40d4-8109-f18c3ba18ddb|a5a8797d-588d-429d-8df0-8d9afad52e72|53f290ab-a1aa-4226-902f-2916ea4a1caf|4d5a9aa6-6c14-4312-ac06-2660e0120e28|685b2c92-0f62-4e39-bf65-ee1db15bcdfa|b637a0ea-bca2-4322-a9b3-e861170380a8|8040bf21-086d-4f92-8d92-1046bf892fd1|de3a6b00-ce4b-4029-be08-010e835fb2e5|e378ffa3-053e-40b9-8d1f-6560b564a4f5|15df46b1-ce34-4c38-bc39-4bf521ae2cd0|12591acd-0f4d-4637-993a-e73011b47442|8abf1f15-4433-477b-9070-09b5e484e283|3c0b8d3e-64aa-4d69-a600-accdfeefabb8|898a5d03-5afb-43f7-9283-8105f9c65f14|c625ebf4-d1a0-4344-baaa-e303abac1749|63e525c4-e7d3-4489-95ab-f777d592b1e7|a7f4f652-4c31-469c-a202-b5a1aef08cc0|70c768ea-574f-43c7-a6c0-50fb2992eb67|e3e67e10-da24-4d76-bbaf-49e99b2664ef|5a9eb2a5-3b52-4a0a-a577-b7a5ebe6c28d|c09c1033-151b-4f32-9b9f-790e17f798ae|90e8b5ae-7059-4fcf-8925-532d9184e9e4|af8ac851-72da-4adf-a55a-ce2503104b66|a6a9a89a-f5ad-4234-8be4-72e6d944068f|e4a20716-4a2a-4355-8ad6-79ce24f6cea2|8d7705f9-1ac9-4d76-a196-15e275a714d3|9a62c666-f079-445e-a3ad-7443b7194329|9feeb283-7d94-461b-8f03-6415887bf8e6|d01e7b82-1659-4cf5-a235-4db68b5d36b8|c6a262b3-c02d-47c5-b23c-420f0554a335|32b10efb-e1e5-489e-8e3b-4e10b84015c4|30dbc027-3e73-4694-a764-3d4f0067d799|eaa3c418-c337-4e84-b26e-de03598d9a90|b5bffbc6-1bd4-4eb9-9fc8-70af37d714bc|759f9219-06ad-497a-b14a-7e60a9429679|be88fa47-0a71-4198-8cf0-b0fc040e6c8c|2e1692a4-2584-4944-9949-2fd8f63f7a13|d9e23f87-730a-449f-bd46-508642487f73|6bf40796-0839-4e3d-835a-5e212429aa79|91f565eb-d7b5-4c6d-9f4e-50840b7086d3|e0dfc3bd-fda1-4b2e-b775-f268d1e65789|f5012cf4-a84e-4504-98fb-93216923fcb6|b1225e4b-c09e-426b-aa4f-7bbff286de2e|cb425a4c-8f28-45ae-aa54-a6c830b68c64|04ab40af-8643-4c19-8a39-6bdeddcf00cc|519fc698-50cf-4b41-b70c-487435f5f859,IDPs sites status in Baidoa Town,"Damage Assessment of Eua Island, Tonga","Rapidly assessed damage occurring between 23 February 2018 and 2 March 2018 in Douma, Eastern Ghouta Area, Syria","Rapidly assessed damage occurring between 3 December 2017 and 23 February 2018 in Eastern Ghouta Area, Syria","Satellite detected waters over Cochabamba department, Bolivia","Satellite detected waters over El Beni department, Bolivia","Rapidly assessed damage occurring between 23 February 2018 and 6 March 2018 in Eastern Ghouta Area, Damascus Governorate","Satellite Detected Surface Waters Extent in Ho Chi Minh City Area, Vietnam","Satellite Detected Surface Waters in D'joumane/Bongor areas, Chad","Satellite Detected Waters in Elegu Town, Amuru District, Uganda","Satellite Detected Surface Waters Extent and Evolution in Niamey, Niger",Satellite Detected Waters in Central & Northern Bangladesh,Satellite Detected Waters in the Northwestern Part of Bangladesh,"Haiti - Satellite Detected Water Extent in Cavaillon Commune, Sud Department",Islamic Republic of Iran - Satellite Detected Water Extent at the  South of Urmia Lake,Satellite Detected Surface Waters Extent and Evolution in Phu Yen Province,Satellite Detected Surface Waters Extent and Evolution in Ha Tinh Province,"Satellite Detected Waters Extent Over Northwestern Rakhine State, Myanmar",Satellite Detected Waters Evolution in Central Bangladesh - Preliminary Report,"Satellite Detected Waters Over Khartoum Area, Khartoum State, Sudan","Sudan - Possible Flood Water & Saturated Soil  over Sennar and Signa Area, Sennar State","Sudan - Evolution of Possible Flood Water & Saturated Soil Over Khartoum City, Khartoum State","Geodata of Floods in Rakhine State, Myanmar-Situation Analysis Preliminary Report",Geodata of Satellite Detected Water Extent and Evolution Over Eastern part of Bangladesh,"Geodata of Evolution of Possible Flood Water & Saturated Soil Over Khartoum City, Khartoum State, Sudan","Geodata of Satellite Detected Waters Over Khartoum Area, Khartoum State, Sudan","Geodata of Land Cover Classification along Kahayan River, Central Kalimantan, Indonesia","Geodata of Affected Mining Areas along Kahayan River, Central Kalimantan, Indonesia","Geodata of Land Cover Classification along Kapuas River, Central Kalimantan, Indonesia","Geodata of Affected Mining Areas along Kapuas River, Central Kalimantan, Indonesia","Geodata of Land Cover Classification of Galangan & Katingan, Central Kalimantan, Indonesia","Geodata of Affected Mining Areas in Galangan & Katingan, Central Kalimantan, Indonesia","Geodata of Overview Of Flood Waters In Sukkur District, Sindh Province, Pakistan",Flood analysis for Somalia (20 November 2006),"Geodata of Standing Waters in Tarind Muhammed Panah  Area, Punjab Province, Pakistan","Geodata of Overview of Flood Waters in Wazirabad area, Punjab Province, Pakistan","Geodata of Overview of Flood Waters Near Hai Phong City, Vietnam","Geodata of Overview of Flood Waters in Mangla Area, and Northern Punjab (Pakistan)","Geodata of Flood Waters East of Khartoum City, Khartoum State, Sudan","Geodata of Flood Waters Over Kulukh Tapah, Kunduz Province, Afghanistan","Geodata of Flood Waters Over Khwaja Du Koh, Jawzjan Province, Afghanistan","Geodata of Landslide in Ab Barek, Badakshan Province, Afghanistan","Geodata of Update: Flood Water over Tokwe Mukorsi Dam, Masvingo Province, Zimbabwe","Geodata of Inundaciones en Trinidad, Departamento de Beni, Bolivia","Geodata of Ajuong Thok Refugee Camp, Pariang County, Unity State, South Sudan","Geodata of Batil Refugee Camp, Maban County, Upper Nile State, South Sudan","Geodata of Gendrasa Refugee Camp, Maban County, Upper Nile State, South Sudan","Geodata of Doro Refugee Camp, Maban County, Upper Nile State, South Sudan"
,,Kontur - Population Density for 400m H3 Hexagons,data series,Kontur,248,none|71,
,,COD - Subnational Population Statistics,data series,UNFPA,75,none|13,
,,UNOSAT - Wildfires,data series,United Nations Satellite Centre (UNOSAT),12,none|73,
,,COD - Subnational Population Statistics,data series,OCHA Regional Office for Asia and the Pacific (ROAP),75,none|13,
,,COD - Subnational Population Statistics,data series,OCHA Burkina Faso,75,none|13,
,,COD - Subnational Population Statistics,data series,OCHA Afghanistan,75,none|13,
,,IDMC - Internally displaced persons ,data series,Internal Displacement Monitoring Centre (IDMC),252,none|75,
,,COD - Subnational Administrative Boundaries,data series,OCHA Regional Office for Southern and Eastern Africa (ROSEA),111,none|12,
,,COD - Populated Places - Settlements,data series,OCHA West and Central Africa (ROWCA)|OCHA Regional Office for Asia and the Pacific (ROAP),25,none|77,5dedb2b8-b107-4273-8a1d-119301638443|908a059f-65f6-477c-be74-e2f8bd9b568f|65eb768f-f2d0-4be9-ac3b-ec55810443f4|199dc2ce-16d1-4192-80d0-c711ed7b0771|82d7eca6-ecb6-4574-aa9e-15d46cc07faf,Mauritania: Settlements,Guinea-Bissau - Settlements,Cabo Verde - Settlements,Senegal - Settlements,Benin - Settlements
,,COD - Subnational Population Statistics,data series,UNFPA,75,none|13,
,,UNHCR - High Frequency Survey,data series,UNHCR - The UN Refugee Agency,43,none|78,
,,COD - Subnational Administrative Boundaries,data series,OCHA Middle East and North Africa (ROMENA),111,none|12,
,,Kontur - Administrative Division with Aggregated Population,data series,Kontur,243,none|83,
,,UNHCR - SENS Survey,data series,UNHCR - The UN Refugee Agency,17,none|84,
,,GRID3 -  Settlement Extents,data series,GRID3 (Geo-Referenced Infrastructure and Demographic Data for Development),48,none|85,
,,UNOSAT - Satellite detected water,clean,United Nations Satellite Centre (UNOSAT),136,none|87,c70699ab-f843-44b5-b8f8-db5c32a8f65a|75e2dd67-a0fe-4bbf-9f33-ecf551d98528|7b4ca62f-dbf4-4fc0-9426-d0392829841e|aad9227e-9908-4f1f-8be6-158b0223da5b|49f301bb-20c1-4ff9-ab01-12670f234466|0d6b9bf9-c4c6-465d-b540-b10afa528a1e|c6e61fb0-42fe-433f-b0c7-48af296d9d8b|841b3f68-8eef-436d-adaf-63c36cea0ab3|4d143bd1-96be-4e38-8bb5-7b01c0cf4817|47147b16-bc72-41ed-be12-31f23e15028c|bab01130-afc2-4f5f-897d-be9e27877b6e|ddacb70a-77c8-46e6-adc0-163fd63805d3|c52f89a7-d7fb-4740-a8b8-f9ca3d6394ac|4a4d8c18-652e-4ec9-993a-6e659fea8dd9|22a20d92-a8eb-4cb8-b5eb-bdfbcba4db0c|69320e2d-a564-4504-abc7-6e1621cd45ff|438237b0-3d2e-4c5c-b5fe-af7f1370da2c|a583a335-a969-4bf9-9399-175d39a3b7fb|f5e60f5b-bbff-41b9-a2ab-c70c008421cd|ee8dcb23-b058-4342-b1bf-e42a1a5f319b|0e2f6d68-3ab7-4aa8-a81d-a7e914c8515e|03bc2de3-868b-4125-bbdb-ba3b663df851|eebd70d1-8da6-4a35-84d3-921871ba5464|7319a1db-27bb-41e0-91cf-d37266a7619a|f9512799-00a1-4972-8b3b-62d834bc5f9b|1efe4da1-9b9c-445c-b6ee-552431c07391|79261cb4-91eb-4919-a080-b4f8f192a63d|72564727-3f14-4dc1-87a8-cafde382d43f|2b32fe82-461a-4a0d-a0ed-9cadf71980a6|3736ee4f-cdda-4dcd-a311-5a7189e5201f|4696ecdb-af42-470b-8004-6f0fa470e9de|4545500d-e3a9-4845-b936-54677bc5079e|95ec1b8c-d650-4c2a-bc93-ac8a922edda9|cb12ae16-b8bc-4d76-85cc-9e6caa7f8c40|b22b35f9-5660-47d8-a9e2-5cacbad971cb|54e10be7-ca77-49b9-a8ed-64d2bbfcda3c|e65a452e-8154-49cf-afe5-9425563675ab|55bba29e-e522-4554-bf1f-a0c16b17057f|d6d09b3f-fc0b-4825-b6fd-79eb3eb8d9bb|589b17bd-12e4-4bd5-b7ad-deb3d1f66979|dca698a9-18ac-4756-aa5c-4bc358104a07|e438dc91-369f-4a85-b4e2-74147b8bd61a|b606910d-5af8-4e36-bc8f-318b0cdb37a8|6df17983-df28-4b26-85af-1a7c7b72654e|1d3a2d83-d938-4a20-99d3-9855da97365f|2c06ee9b-3161-47bd-a36c-82edfcb9b1cb|929ec9d0-9a58-41c9-9589-cda5546480d0|abed1f4f-59f3-454a-bf6a-e613ffe0fdb8|783a9ae2-1304-42cd-9fd6-682ec57c6e89,"Satellite Detected Waters Extent in Mananjary District, Vatovavy-Fitovinany Region, Madagascar","Satellite Detected Waters Extent in Vohipeni & Manakara Districts, Atsinanana Region, Madagascar","Satellite Detected Waters Extent in Soaneriana Ivongo District, Analanjirofo Region, Madagascar","Satellite Detected Waters Extent in Tomasina Districts, Atsinanana Region, Madagascar",Tropical Cyclone Maria. Inventory of landslides and flooded areas,"Satellite Detected Water Extent in Khamkeuth District, Borikhamxay Province, Lao PDR",Story Map: Floods in Laos resulting from Tropical Cyclone Sonca 17,"Satellite Detected Water Extent in the Phonhong & Viengkham Districts, Vientiane Province, Lao PDR","Satellite Detected Water Extent in the Sanamxay District, Attapeu Province, Lao PDR","Damage Assessment in Kutupalong Refugee Camp, Palong Khali Union, Bangladesh","Damage Assessment in Nayapara Refugee Camp, Teknaf Union, Bangladesh","Damage Assessment in Leda Refugee Camp, Nhilla Union, Bangladesh","Madagascar - Satellite Detected Waters Extent in Antsahanoro commune, Antalaha district","Satellite Detected Waters Extent and Evolution  in Maroantsetra area, Analanjirofo region, Madagascar","Satellite Detected Surface Waters in Maroantsetra area, Analanjirofo region, Madagascar","Preliminary Satellite Based Damage Assessment Report - UPDATE 3: Grand Anse and Sud Départements, Haiti","Damage Assessment Overview of Tiburon Commune, Sud Department",Damage Assessment of Tiburon town and surroundings,"Preliminary Satellite Based Damage Assessment Report - UPDATE 1: Grand Anse Département, Haiti","Hurricane Matthew Preliminary Satellite Based Damage Assessment Report: Guantanamo Province, Cuba","Cuba - Damage Assessment in Baracoa town, Guantanamo province","Haiti - Damage Assessment Overview of Dame Marie and Anse d'Hainault Areas, Grande Anse & Sud Departments",Cuba - Damage Assessment in Cajobabo and surrounding area,"Preliminary Satellite Based Damage Assessment Report: Grand Anse Département, Haiti","Damage Assessment Overview of Jérémie area, Grande Anse Department",Cuba - Damage Assessment in Maisi town and surroundings,"Damage Assessment in Imias area,Guantanamo province, Cuba",Seychelles - Pre-Cyclone Potential Coconut Plantations Zones,"Geodata of UNOSAT Damage Assessment Activities in Viti Levu Island, Fiji",Geodata of Population Exposure Analysis - Tropical Cyclone Winston - 19 February 2016,Geodata of Population Exposure Analysis - Tropical Cyclone Winston - 22 February 2016,"Geodata of Damage Assessment over north and west of Ba Town, Ba Province, Western Division, Fiji","Geodata of Damage Assessment in Sasa Area, Ba Province, Western Division, Fiji","Geodata of Damage Assessment in Vatukoula Area, Ba Province, Western Division, Fiji","Geodata of Damage Assessment in Greater Lautoka Area, Ba Province, Western Division, Fiji","Geodata of Satellite Detected Waters in Savu Area, Naitasiri Province, Central Division, Fiji","Satellite Detected Waters in Savu Area, Naitasiri Province, Central Division, Fiji","Geodata of Damage Assessment of Western Socotra Island, Socotra Governorate, Yemen","Geodata of Damage Assessment of Jilah Village, Shabwah Governorate, Yemen","Geodata of Damaged Structures in Borongan, Eastern Samar Province, Philippines","Geodata of Damaged Structures in San Julian Area, Eastern Samar, Philippines","Geodata of Damaged Structures in Taft City, Eastern Samar Province, Philippines","Geodata of Damaged Structures in Dolores City, East Samar, Philippines","Geodata of Damaged Structures in Guiuan City, Eastern Samar, Philippines","Geodata of Damaged Structures in Calbayog City, Samar Island, Philippines","Geodata of Satellite Detected Waters Over Can-Avid in Dolores Area, Eastern Samar, Eastern Visayas, Philippines","Geodata of Satellite Detected Waters Over San Miguel, Leyte, Eastern Visayas, Philippines","Geodata of Snow cover extent over West Bank, Israel, Jordan, Lebanon and Syria","Geodata of Snow cover extent over West Bank, Israel, Jordan, Lebanon and Syria"
,,COD - Subnational Administrative Boundaries,data series,OCHA West and Central Africa (ROWCA),111,none|12,
,,UNOSAT - Landslide Assessment,clean,United Nations Satellite Centre (UNOSAT),7,none|89,fe387b30-c07e-4f1a-adf4-860e3c293314|fda1309a-3d28-461b-8c93-fe6cef2fdf93|69a97d02-a738-4d64-a89d-32d985e6b317,Colombia - Building Damage Assessment in the city of Mocoa,Colombia - Satellite detected potentially affected zones by the mudflow in Mocoa.,"Análisis de edificaciones visualmente dañadas en la ciudad de Mocoa, Colombia"
,,COD - Subnational Administrative Boundaries,data series,Regional IM Working Group - Europe,111,none|12,17e2fc83-e58b-494a-bb18-83df4bb0529e|2762c3c6-fa93-4dc6-9e82-5af6e5133c18,Greece - Subnational Administrative Boundaries,North Macedonia - Subnational Administrative Boundaries
,,UNOSAT - Volcanic Eruption Impact,data series,United Nations Satellite Centre (UNOSAT),17,none|90,0a9fe303-2463-404f-85f0-85a14adb21b3|0054b44c-75d5-4866-8a50-5dcb4d9b68d7,"Geodata of Pico de Fogo Volcanic Eruption, Fogo Island, Cape Verde - Impact","Geodata of Pico de Fogo Volcanic Eruption, Fogo Island, Cape Verde"
,,COD - Subnational Administrative Boundaries,data series,OCHA Middle East and North Africa (ROMENA),111,none|12,
,,GRID3 -  Gridded Population Estimated,data series,GRID3 (Geo-Referenced Infrastructure and Demographic Data for Development),6,none|91,
,,COD - Subnational Administrative Boundaries,data series,OCHA Field Information Services Section (FISS),111,none|12,
,,UNHCR - Uganda - Post Distribution Monitoring of Non-Food Items,data series,UNHCR - The UN Refugee Agency,6,none|93,
,,UNHCR - Lebanon - Vulnerability Assessment of Syrian Refugees,data series,UNHCR - The UN Refugee Agency,11,none|95,
,,Data for Good at Meta - High Resolution Population Density Maps + Demographic Estimates,data series,Data for Good at Meta (previously Facebook),190,none|27,
,,COD - Subnational Administrative Boundaries,data series,OCHA Office of the Pacific Islands,111,none|12,
,,COD - Hydrology,data series,Regional IM Working Group - Europe,21,none|205,
,,OSM - DRC Health Zones,data series,OpenStreetMap RDC,5,none|96,
,,geoBoundaries - Subnational Administrative Boundaries,data series,geoBoundaries,125,none|97,
,,iMMAP - ,excluded,iMMAP,11,none|67,
,,COD - Populated Places - Settlements,data series,OCHA Niger,25,none|77,
,,COD - Subnational Administrative Boundaries,data series,OCHA West and Central Africa (ROWCA),111,none|12,
,,COD - Populated Places - Settlements,data series,OCHA Mali,25,none|77,
,,COD - Subnational Administrative Boundaries,data series,OCHA Middle East and North Africa (ROMENA),111,none|12,
,,COD - Subnational Administrative Boundaries,data series,OCHA Mali,111,none|12,
,,WFP - Road Network,data series,WFP - World Food Programme,66,none|99,
,,"WFP - Prevalence of Malnutrition, Stunting",data series,WFP - World Food Programme,10,none|100,
,,COD - Subnational Administrative Boundaries,data series,OCHA Ethiopia,111,none|12,
,,Oxford Poverty & Human Development Initiative - Global Multidimensional Poverty Index ,data series,Oxford Poverty & Human Development Initiative,99,none|101,
,,WFP - ,clean,WFP - World Food Programme,40,none|102,2583dd1d-1603-4583-ac2e-3c42587e3cdc,"Hawaii May 4, 2018 magnitude 6.9 earthquake Interferogram using Sentinel 1A C-band SAR"
,,WFP - ,clean,WFP - World Food Programme,40,none|102,
,,WFP - Flood Risk,data series,WFP - World Food Programme,17,none|104,
,,COD - Subnational Population Statistics,data series,OCHA West and Central Africa (ROWCA),75,none|13,
,,COD - Hydrology,data series,OCHA Iraq,21,none|205,
,,COD - Hydrology,data series,OCHA Iraq,21,none|205,
,,COD - Populated Places - Settlements,data series,OCHA Iraq,25,none|77,
,,WHO - Climate Change Attributable Deaths,data series,World Health Organization,7,none|105,
,,COD - Subnational Administrative Boundaries,data series,OCHA West and Central Africa (ROWCA),111,none|12,
,,COD - Hydrology,data series,OCHA occupied Palestinian territory (oPt),21,none|205,
,,COD - Subnational Administrative Boundaries,data series,OCHA Latin America and the Caribbean (ROLAC),111,none|12,
,,iMMAP,excluded,iMMAP,7,none|106,
,,INFORM Models,data series,INFORM,7,none|108,
,,UNHCR - Lebanon - Vulnerability Assessment of Syrian Refugees,data series,UNHCR - The UN Refugee Agency,11,none|95,
,,Hub Latin America - Violence in Latin America,data series,Hub Latin America,13,none|109,
,,Hub Latin America - Crime in Chile & Ecuador,data series,Hub Latin America,30,none|110,
,,Hub Latin America - Tourism and Migrations,data series,Hub Latin America,18,none|111,
,,COD - Subnational Administrative Boundaries,data series,OCHA Office of the Pacific Islands,111,none|12,
,,COD - Subnational Administrative Boundaries,data series,OCHA Somalia,111,none|12,
,,COD - Subnational Administrative Boundaries,data series,OCHA Regional Office for Asia and the Pacific (ROAP),111,none|12,
,,COD - Subnational Administrative Boundaries,data series,OCHA ROCCA (Closed),111,none|12,
,,COD - Subnational Administrative Boundaries,data series,OCHA Niger,111,none|12,
,,COD - Subnational Administrative Boundaries,data series,OCHA Latin America and the Caribbean (ROLAC),111,none|12,
,,Hub Latin America - Internet Connections,data series,Hub Latin America,6,none|114,
,,COD - Subnational Administrative Boundaries,data series,OCHA Chad,111,none|12,
,,COD - Populated Places - Settlements,data series,OCHA Field Information Services Section (FISS),25,none|77,
,,HERA - Africa - Covid-19,data series,HERA - Humanitarian Emergency Response Africa,5,none|116,
,,OCHA Latin America and the Caribbean (ROLAC) - Operational Presence (3W),data series,OCHA Latin America and the Caribbean (ROLAC),6,none|117,
,,Hub Latin America - Crime in Quito by Police,data series,Hub Latin America,7,none|118,
,,COD - Subnational Administrative Boundaries,data series,OCHA Haiti,111,none|12,
,,Hub Latin America - Environment and Waste in Ecuador,data series,Hub Latin America,5,none|120,
,,COD - Subnational Administrative Boundaries,data series,OCHA occupied Palestinian territory (oPt),111,none|12,
,,"OCHA Afghanistan - Who, What, Where (3W)",data series,OCHA Afghanistan,7,none|122,
,,UNESCO - Education Indicators,data series,UNESCO,238,none|123,
,,UNHCR - Kenya - Socio-economic impact of COVID-19 on refugees,data series,UNHCR - The UN Refugee Agency,9,none|124,
,,COD - Populated Places - Settlements,data series,OCHA Ethiopia,25,none|77,
,,COD - Subnational Administrative Boundaries,data series,UNFPA,111,none|12,
,,COD - Subnational Administrative Boundaries,data series,UNFPA,111,none|12,
,,UNHCR - Socioeconomic assessment of Refugees,data series,UNHCR - The UN Refugee Agency,8,none|126,
,,Johns Hopkins Applied Physics Lab - Projected COVID-19 subnational cases,data series,Johns Hopkins Applied Physics Lab,5,none|127,
,,COD - Subnational Administration Boundaries,data series,Myanmar Information Management Unit (MIMU),4,none|129,
,,COD - Populated Places - Settlements,data series,Regional IM Working Group - Europe,25,none|77,
,,COD - Subnational Administrative Boundaries,data series,OCHA Latin America and the Caribbean (ROLAC),111,none|12,
,,COD - Subnational Administrative Boundaries,data series,OCHA Burkina Faso,111,none|12,
,,COD - Subnational Population Statistics,data series,UNFPA,75,none|13,
,,COD - Subnational Administrative Boundaries,data series,OCHA ROSA (Closed),111,none|12,
,,UNHCR - Uganda Wash Surveys,data series,UNHCR - The UN Refugee Agency,6,none|130,
,,UNHCR - Jordan Home Visits Survey,data series,UNHCR - The UN Refugee Agency,5,none|131,
,,UNHCR - Lebanon - Monitoring of the Effects of Economic Deterioration on Refugee Households,data series,UNHCR - The UN Refugee Agency,5,none|132,
,,HOTOSM - Waterways,data series,Humanitarian OpenStreetMap Team (HOT),385,none|23,
,,Data for Good at Meta - High Resolution Population Density Maps + Demographic Estimates,data series,Data for Good at Meta (previously Facebook),190,none|27,
,,UNDP Human Development Reports Office (HDRO) - Human Development Indicators,data series,UNDP Human Development Reports Office (HDRO),195,none|133,
,,,excluded,OCHA Venezuela,55,none|134,
,,,excluded,OCHA Venezuela,55,none|134,
,,COD - Subnational Administrative Boundaries,data series,OCHA Middle East and North Africa (ROMENA),111,none|12,
,,Global Earthquake Model Foundation - Level 1 Exposure Data,data series,Global Earthquake Model Foundation,47,none|136,
,,Urban Analysis Network Syria - Infrastructure assets,data series,Urban Analysis Network Syria,5,none|137,
,,WFP - Road Network,data series,WFP - World Food Programme|WFP - World Food Programme,66,none|99,b8175750-e0af-47f1-b01e-3098c80e06bf|df159318-2bbf-472f-b7bd-ea5de7c4c721|2a724b77-79df-4957-a62e-05ebc65762a7|7f18c051-6e06-4113-a002-9e46890567ac|856fe642-77c4-4c13-98ae-3523968ece36|632843be-1265-4974-ade1-a607bd95a870|7fc87752-6bc7-4c46-a8c0-310d276f2361|c9b39214-9271-4e62-8883-6a7935e905ff|a2362317-69a3-40ff-b58a-612241ad3e60|6aa150b0-ab91-4fe8-8213-3fe5a74120d1|689b6354-9e25-46ca-af04-6db4c97e9b2d|d71ae2d3-4a04-4b9f-b1e6-49dd9d808018|8c231934-09bc-4eff-93a1-051f15ec8dd2,Guinea Road Network,Uganda Road Network,Tanzania Road Network,Rwanda Road Network,Liberia Road Network,Gambia Road Network,Congo Road Network,Ivory coast Road Network,Sierra leone Road Network,Mauritanie Road Network,Burkina faso Road Network,Senegal Road Network,Nigeria Road Network
,,COD - Infrastructure,data series,OCHA Chad,28,none|200,
,,COD - Subnational Administrative Boundaries,data series,OCHA ROCCA (Closed),111,none|12,
,,COD - Subnational Administrative Boundaries,data series,OCHA Iraq,111,none|12,
,,UNHCR - Protection Monitoring,data series,UNHCR - The UN Refugee Agency,10,none|139,
,,COD - Subnational Administrative Boundaries,data series,OCHA Middle East and North Africa (ROMENA),111,none|12,
,,Global Healthsites Mapping Project - Healthsites,data series,Global Healthsites Mapping Project,199,none|66,
,,COD - Subnational Administrative Boundaries,data series,OCHA Middle East and North Africa (ROMENA),111,none|12,
,,COD - Subnational Administrative Boundaries,data series,OCHA Middle East and North Africa (ROMENA),111,none|12,
,,COD - Subnational Administrative Boundaries,data series,OCHA Central African Republic,111,none|12,
,,WorldPop - Population Density,data series,WorldPop,240,none|142,
,,World Pop - Population Counts,data series,WorldPop,248,none|143,
,,WorldPop - Age and sex structures,data series,WorldPop,241,none|144,
,,UNICEF Eastern and Southern Africa Regional Office (ESARO) - Humanitarian Update,data series,UNICEF Eastern and Southern Africa Regional Office (ESARO),5,none|145,82f2baa0-6747-4c27-afae-d62bc6a8579b|4fd3e8c3-7af8-4f6a-85f5-a105e80e70ff|e514b983-cf97-4af6-9fc9-ec2b62f1283b,UNICEF Eastern and Southern Africa database June 2018,UNICEF Eastern and Southern Africa database May 2018,UNICEF ESARO Regional db 31 March 2018
,,COD - Elevation,data series,OCHA West and Central Africa (ROWCA)|OCHA Middle East and North Africa (ROMENA),10,none|146,32478487-f0a6-478f-b1c4-d2f07a728f76|bad45f77-be4f-4420-b04b-7626bfecf689|df77c96f-8449-4bbd-966d-1d4c6bd36770,Algeria - Elevation Model,Tunisia_ Elevation Model,Gulf Countries- Elevation Model
,,OCHA FTS - Requirements and Funding Data,data series,OCHA Financial Tracking System (FTS),222,none|4,
,,COD - Subnational Administrative Boundaries,data series,OCHA ROCCA (Closed),111,none|12,e8bc440b-1d29-43b3-86d7-84981004bb46,Tajikistan -  Administrative Boundaries (taxonomy)
,,COD - Subnational Administrative Boundaries,data series,OCHA Field Information Services Section (FISS),111,none|12,
,,WFP - Food Security Indicators,data series,WFP - World Food Programme,17,none|147,
,,OCHA Türkiye - Syria IDP flow data 2018,data series,OCHA Türkiye|OCHA Türkiye,9,none|190,9d8f3881-902e-4715-bd7a-65098e777a9f|672df142-2353-4035-b92a-8139c9de6e48|7fcd4840-6ffa-41a3-a699-a40caa04c803|8b57c18d-802a-4503-a9f8-883cc431073f|17ac2b12-cef8-4429-916f-92514a4913ef|6080febb-e2bd-496a-8a18-9d13ae115471|8a0fd025-15eb-4562-b17a-89a81a7b6e97|d7f4f322-cf7c-4c3d-8b2c-a7df3afeb832|77379097-2ac0-4a74-8c79-fe527374884c|331a4bff-d4db-48a0-a2fa-7fd4fa511cda|43d26218-59a4-449e-a6e2-b431fbbdbebb|a6c54722-a085-46d0-88b0-4ff02b09f648|1d9da3c0-dff0-40c8-9a15-125d38e6b3ee|58a38795-904f-4dbb-9263-570df5da0c7f,Syria IDP flow data - September 2017,Syria IDP flow data - February 2018,Syria IDP flow data - January 2018,Syria IDP flow data - May 2017,Syria IDP flow data - April 2017,Syria IDP flow data - December 2017,Syria IDP flow data - November 2017,Syria IDP flow data - January 2017,Syria IDP flow data - February 2017,Syria IDP flow data - March 2017,Syria IDP flow data - June 2017,Syria IDP flow data - July 2017,Syria IDP flow data - August  2017,Syria IDP flow data - October 2017
,,WorldPop - Pregnancies,data series,WorldPop,161,none|148,
